text,author
"I got rid of my injured feelings for the time by kicking them into the
brewery wall, and twisting them out of my hair, and then I smoothed my
face with my sleeve, and came from behind the gate. The bread and meat
were acceptable, and the beer was warming and tingling, and I was soon
in spirits to look about me. To be sure, it was a deserted place, down to the pigeon-house in the
brewery-yard, which had been blown crooked on its pole by some high
wind, and would have made the pigeons think themselves at sea, if there
had been any pigeons there to be rocked by it. But there were no
pigeons in the dove-cot, no horses in the stable, no pigs in the sty,
no malt in the storehouse, no smells of grains and beer in the copper
or the vat. All the uses and scents of the brewery might have
evaporated with its last reek of smoke. In a by-yard, there was a
wilderness of empty casks, which had a certain sour remembrance of
better days lingering about them; but it was too sour to be accepted as
a sample of the beer that was gone,—and in this respect I remember
those recluses as being like most others.",Dickens
"Yes, we were sold at auction, like swine. In a big town and an
active market we should have brought a good price; but this place
was utterly stagnant and so we sold at a figure which makes me
ashamed, every time I think of it. The King of England brought
seven dollars, and his prime minister nine; whereas the king was
easily worth twelve dollars and I as easily worth fifteen. But
that is the way things always go; if you force a sale on a dull
market, I don't care what the property is, you are going to make
a poor business of it, and you can make up your mind to it. If
the earl had had wit enough to-- The slave-dealer bought us both, and hitched us onto that long
chain of his, and we constituted the rear of his procession. We
took up our line of march and passed out of Cambenet at noon;
and it seemed to me unaccountably strange and odd that the King
of England and his chief minister, marching manacled and fettered
and yoked, in a slave convoy, could move by all manner of idle men
and women, and under windows where sat the sweet and the lovely,
and yet never attract a curious eye, never provoke a single remark.
Dear, dear, it only shows that there is nothing diviner about a king
than there is about a tramp, after all. He is just a cheap and
hollow artificiality when you don't know he is a king. But reveal
his quality, and dear me it takes your very breath away to look
at him. I reckon we are all fools. Born so, no doubt.",Twain
"Crawford took the volume. “Let me have the pleasure of finishing that speech to your ladyship,” said he. “I shall find it immediately.” And by carefully giving way to the inclination of the leaves, he did find it, or within a page or two, quite near enough to satisfy Lady Bertram, who assured him, as soon as he mentioned the name of Cardinal Wolsey, that he had got the very speech. Not a look or an offer of help had Fanny given; not a syllable for or against. All her attention was for her work. She seemed determined to be interested by nothing else. But taste was too strong in her. She could not abstract her mind five minutes: she was forced to listen; his reading was capital, and her pleasure in good reading extreme. To _good_ reading, however, she had been long used: her uncle read well, her cousins all, Edmund very well, but in Mr. Crawford’s reading there was a variety of excellence beyond what she had ever met with. The King, the Queen, Buckingham, Wolsey, Cromwell, all were given in turn; for with the happiest knack, the happiest power of jumping and guessing, he could always alight at will on the best scene, or the best speeches of each; and whether it were dignity, or pride, or tenderness, or remorse, or whatever were to be expressed, he could do it with equal beauty. It was truly dramatic. His acting had first taught Fanny what pleasure a play might give, and his reading brought all his acting before her again; nay, perhaps with greater enjoyment, for it came unexpectedly, and with no such drawback as she had been used to suffer in seeing him on the stage with Miss Bertram.",Austen
"“You are mistaken, Fanny. The dissimilarity is not so strong. You are quite enough alike. You _have_ tastes in common. You have moral and literary tastes in common. You have both warm hearts and benevolent feelings; and, Fanny, who that heard him read, and saw you listen to Shakespeare the other night, will think you unfitted as companions? You forget yourself: there is a decided difference in your tempers, I allow. He is lively, you are serious; but so much the better: his spirits will support yours. It is your disposition to be easily dejected and to fancy difficulties greater than they are. His cheerfulness will counteract this. He sees difficulties nowhere: and his pleasantness and gaiety will be a constant support to you. Your being so far unlike, Fanny, does not in the smallest degree make against the probability of your happiness together: do not imagine it. I am myself convinced that it is rather a favourable circumstance. I am perfectly persuaded that the tempers had better be unlike: I mean unlike in the flow of the spirits, in the manners, in the inclination for much or little company, in the propensity to talk or to be silent, to be grave or to be gay. Some opposition here is, I am thoroughly convinced, friendly to matrimonial happiness. I exclude extremes, of course; and a very close resemblance in all those points would be the likeliest way to produce an extreme. A counteraction, gentle and continual, is the best safeguard of manners and conduct.”",Austen
"“God bless you! You are doing what you can for him and for me. But it
is too heavy a task. What was he doing there at all? If his purpose
were innocent, why did he not say so?” “Precisely. And if it were guilty, why did he not invent a lie? His
silence appears to me to cut both ways. There are several singular
points about the case. What did the police think of the noise which
awoke you from your sleep?” “A likely story! As if a man bent on felony would slam his door so as
to wake a household. What did they say, then, of the disappearance of
these gems?” “Now, my dear sir,” said Holmes, “is it not obvious to you now that
this matter really strikes very much deeper than either you or the
police were at first inclined to think? It appeared to you to be a
simple case; to me it seems exceedingly complex. Consider what is
involved by your theory. You suppose that your son came down from his
bed, went, at great risk, to your dressing-room, opened your bureau,
took out your coronet, broke off by main force a small portion of it,
went off to some other place, concealed three gems out of the
thirty-nine, with such skill that nobody can find them, and then
returned with the other thirty-six into the room in which he exposed
himself to the greatest danger of being discovered. I ask you now, is
such a theory tenable?”",ConanDoyle
"Then we started for the house, and I went in the back door—you only
have to pull a buckskin latch-string, they don’t fasten the doors—but
that warn’t romantical enough for Tom Sawyer; no way would do him but
he must climb up the lightning-rod. But after he got up half way about
three times, and missed fire and fell every time, and the last time
most busted his brains out, he thought he’d got to give it up; but
after he was rested he allowed he would give her one more turn for
luck, and this time he made the trip. In the morning we was up at break of day, and down to the nigger cabins
to pet the dogs and make friends with the nigger that fed Jim—if it
_was_ Jim that was being fed. The niggers was just getting through
breakfast and starting for the fields; and Jim’s nigger was piling up a
tin pan with bread and meat and things; and whilst the others was
leaving, the key come from the house. This nigger had a good-natured, chuckle-headed face, and his wool was
all tied up in little bunches with thread. That was to keep witches
off. He said the witches was pestering him awful these nights, and
making him see all kinds of strange things, and hear all kinds of
strange words and noises, and he didn’t believe he was ever witched so
long before in his life. He got so worked up, and got to running on so
about his troubles, he forgot all about what he’d been a-going to do.
So Tom says:",Twain
"Sir William only smiled. “Your friend performs delightfully,” he
continued, after a pause, on seeing Bingley join the group; “and I doubt
not that you are an adept in the science yourself, Mr. Darcy.” “I had once some thoughts of fixing in town myself, for I am fond of
superior society; but I did not feel quite certain that the air of
London would agree with Lady Lucas.” He paused in hopes of an answer: but his companion was not disposed to
make any; and Elizabeth at that instant moving towards them, he was
struck with the notion of doing a very gallant thing, and called out to
her,-- “My dear Miss Eliza, why are not you dancing? Mr. Darcy, you must allow
me to present this young lady to you as a very desirable partner. You
cannot refuse to dance, I am sure, when so much beauty is before you.”
And, taking her hand, he would have given it to Mr. Darcy, who, though
extremely surprised, was not unwilling to receive it, when she instantly
drew back, and said with some discomposure to Sir William,-- Mr. Darcy, with grave propriety, requested to be allowed the honour of
her hand, but in vain. Elizabeth was determined; nor did Sir William at
all shake her purpose by his attempt at persuasion.",Austen
"The Crofts were to have possession at Michaelmas; and as Sir Walter
proposed removing to Bath in the course of the preceding month, there
was no time to be lost in making every dependent arrangement. Lady Russell, convinced that Anne would not be allowed to be of any
use, or any importance, in the choice of the house which they were
going to secure, was very unwilling to have her hurried away so soon,
and wanted to make it possible for her to stay behind till she might
convey her to Bath herself after Christmas; but having engagements of
her own which must take her from Kellynch for several weeks, she was
unable to give the full invitation she wished, and Anne though dreading
the possible heats of September in all the white glare of Bath, and
grieving to forego all the influence so sweet and so sad of the
autumnal months in the country, did not think that, everything
considered, she wished to remain. It would be most right, and most
wise, and, therefore must involve least suffering to go with the
others. Something occurred, however, to give her a different duty. Mary, often
a little unwell, and always thinking a great deal of her own
complaints, and always in the habit of claiming Anne when anything was
the matter, was indisposed; and foreseeing that she should not have a
day’s health all the autumn, entreated, or rather required her, for it
was hardly entreaty, to come to Uppercross Cottage, and bear her
company as long as she should want her, instead of going to Bath.",Austen
"“Ah, Alan,” murmured Dorian with a sigh, “I wish you had a thousandth
part of the pity for me that I have for you.” He turned away as he
spoke and stood looking out at the garden. Campbell made no answer. After about ten minutes a knock came to the door, and the servant
entered, carrying a large mahogany chest of chemicals, with a long coil
of steel and platinum wire and two rather curiously shaped iron clamps. “Yes—Harden. You must go down to Richmond at once, see Harden
personally, and tell him to send twice as many orchids as I ordered,
and to have as few white ones as possible. In fact, I don’t want any
white ones. It is a lovely day, Francis, and Richmond is a very pretty
place—otherwise I wouldn’t bother you about it.” Dorian looked at Campbell. “How long will your experiment take, Alan?”
he said in a calm indifferent voice. The presence of a third person in
the room seemed to give him extraordinary courage. “It will be time enough, then, if you are back at half-past seven,
Francis. Or stay: just leave my things out for dressing. You can have
the evening to yourself. I am not dining at home, so I shall not want
you.”",Wilde
"“Well, sir,” cried Mr. Weston, “as I took Miss Taylor away, it is
incumbent on me to supply her place, if I can; and I will step to Mrs.
Goddard in a moment, if you wish it.” But the idea of any thing to be done in a _moment_, was increasing, not
lessening, Mr. Woodhouse’s agitation. The ladies knew better how to
allay it. Mr. Weston must be quiet, and every thing deliberately
arranged. With this treatment, Mr. Woodhouse was soon composed enough for talking
as usual. “He should be happy to see Mrs. Goddard. He had a great
regard for Mrs. Goddard; and Emma should write a line, and invite her.
James could take the note. But first of all, there must be an answer
written to Mrs. Cole.” “You will make my excuses, my dear, as civilly as possible. You will
say that I am quite an invalid, and go no where, and therefore must
decline their obliging invitation; beginning with my _compliments_, of
course. But you will do every thing right. I need not tell you what is
to be done. We must remember to let James know that the carriage will
be wanted on Tuesday. I shall have no fears for you with him. We have
never been there above once since the new approach was made; but still
I have no doubt that James will take you very safely. And when you get
there, you must tell him at what time you would have him come for you
again; and you had better name an early hour. You will not like staying
late. You will get very tired when tea is over.”",Austen
"And without attempting any farther remonstrance, she left Fanny to her fate, a fate which, had not Fanny’s heart been guarded in a way unsuspected by Miss Crawford, might have been a little harder than she deserved; for although there doubtless are such unconquerable young ladies of eighteen (or one should not read about them) as are never to be persuaded into love against their judgment by all that talent, manner, attention, and flattery can do, I have no inclination to believe Fanny one of them, or to think that with so much tenderness of disposition, and so much taste as belonged to her, she could have escaped heart-whole from the courtship (though the courtship only of a fortnight) of such a man as Crawford, in spite of there being some previous ill opinion of him to be overcome, had not her affection been engaged elsewhere. With all the security which love of another and disesteem of him could give to the peace of mind he was attacking, his continued attentions—continued, but not obtrusive, and adapting themselves more and more to the gentleness and delicacy of her character—obliged her very soon to dislike him less than formerly. She had by no means forgotten the past, and she thought as ill of him as ever; but she felt his powers: he was entertaining; and his manners were so improved, so polite, so seriously and blamelessly polite, that it was impossible not to be civil to him in return.",Austen
"I crept to their doors and listened; they was snoring. So I tiptoed along, and got down stairs all right. There warn’t a sound anywheres. I peeped through a crack of the dining-room door, and see the men that was watching the corpse all sound asleep on their chairs. The door was open into the parlor, where the corpse was laying, and there was a candle in both rooms. I passed along, and the parlor door was open; but I see there warn’t nobody in there but the remainders of Peter; so I shoved on by; but the front door was locked, and the key wasn’t there. Just then I heard somebody coming down the stairs, back behind me. I run in the parlor and took a swift look around, and the only place I see to hide the bag was in the coffin. The lid was shoved along about a foot, showing the dead man’s face down in there, with a wet cloth over it, and his shroud on. I tucked the money-bag in under the lid, just down beyond where his hands was crossed, which made me creep, they was so cold, and then I run back across the room and in behind the door.",Twain
"They got up and put on their coats, sipping their coffee standing. The
painter was silent and preoccupied. There was a gloom over him. He
could not bear this marriage, and yet it seemed to him to be better
than many other things that might have happened. After a few minutes,
they all passed downstairs. He drove off by himself, as had been
arranged, and watched the flashing lights of the little brougham in
front of him. A strange sense of loss came over him. He felt that
Dorian Gray would never again be to him all that he had been in the
past. Life had come between them.... His eyes darkened, and the crowded
flaring streets became blurred to his eyes. When the cab drew up at the
theatre, it seemed to him that he had grown years older. “Yes!” answered Dorian Gray. “It was here I found her, and she is
divine beyond all living things. When she acts, you will forget
everything. These common rough people, with their coarse faces and
brutal gestures, become quite different when she is on the stage. They
sit silently and watch her. They weep and laugh as she wills them to
do. She makes them as responsive as a violin. She spiritualizes them,
and one feels that they are of the same flesh and blood as one’s self.”",Wilde
"She shook her head. “I knew he was not free. We loved each other very
much. If he had lived, he would have made provision for us. Don’t speak
against him, my son. He was your father, and a gentleman. Indeed, he
was highly connected.” An oath broke from his lips. “I don’t care for myself,” he exclaimed,
“but don’t let Sibyl.... It is a gentleman, isn’t it, who is in love
with her, or says he is? Highly connected, too, I suppose.” For a moment a hideous sense of humiliation came over the woman. Her
head drooped. She wiped her eyes with shaking hands. “Sibyl has a
mother,” she murmured; “I had none.” The lad was touched. He went towards her, and stooping down, he kissed
her. “I am sorry if I have pained you by asking about my father,” he
said, “but I could not help it. I must go now. Good-bye. Don’t forget
that you will have only one child now to look after, and believe me
that if this man wrongs my sister, I will find out who he is, track him
down, and kill him like a dog. I swear it.” The exaggerated folly of the threat, the passionate gesture that
accompanied it, the mad melodramatic words, made life seem more vivid
to her. She was familiar with the atmosphere. She breathed more freely,
and for the first time for many months she really admired her son. She
would have liked to have continued the scene on the same emotional
scale, but he cut her short. Trunks had to be carried down and mufflers
looked for. The lodging-house drudge bustled in and out. There was the
bargaining with the cabman. The moment was lost in vulgar details. It
was with a renewed feeling of disappointment that she waved the
tattered lace handkerchief from the window, as her son drove away. She
was conscious that a great opportunity had been wasted. She consoled
herself by telling Sibyl how desolate she felt her life would be, now
that she had only one child to look after. She remembered the phrase.
It had pleased her. Of the threat she said nothing. It was vividly and
dramatically expressed. She felt that they would all laugh at it some
day.",Wilde
"Nothing happened the next day, or the next, to weaken her terrors. Two
posts came in, and brought no refutation, public or private. There was
no second letter to explain away the first from Miss Crawford; there
was no intelligence from Mansfield, though it was now full time for her
to hear again from her aunt. This was an evil omen. She had, indeed,
scarcely the shadow of a hope to soothe her mind, and was reduced to so
low and wan and trembling a condition, as no mother, not unkind, except
Mrs. Price could have overlooked, when the third day did bring the
sickening knock, and a letter was again put into her hands. It bore the
London postmark, and came from Edmund. Never had Fanny more wanted a cordial. Never had she felt such a one as
this letter contained. To-morrow! to leave Portsmouth to-morrow! She
was, she felt she was, in the greatest danger of being exquisitely
happy, while so many were miserable. The evil which brought such good
to her! She dreaded lest she should learn to be insensible of it. To be
going so soon, sent for so kindly, sent for as a comfort, and with
leave to take Susan, was altogether such a combination of blessings as
set her heart in a glow, and for a time seemed to distance every pain,
and make her incapable of suitably sharing the distress even of those
whose distress she thought of most. Julia’s elopement could affect her
comparatively but little; she was amazed and shocked; but it could not
occupy her, could not dwell on her mind. She was obliged to call
herself to think of it, and acknowledge it to be terrible and grievous,
or it was escaping her, in the midst of all the agitating pressing
joyful cares attending this summons to herself.",Austen
"I replied that it was. Mr. Micawber continued talking as volubly as he
could; but not, I thought, without showing, by some marks of concern in
his countenance, that he was sensible of sounds in the next room, as
of Mrs. Micawber washing her hands, and hurriedly opening and shutting
drawers that were uneasy in their action. ‘You find us, Copperfield,’ said Mr. Micawber, with one eye on Traddles,
‘at present established, on what may be designated as a small and
unassuming scale; but, you are aware that I have, in the course of my
career, surmounted difficulties, and conquered obstacles. You are no
stranger to the fact, that there have been periods of my life, when it
has been requisite that I should pause, until certain expected events
should turn up; when it has been necessary that I should fall back,
before making what I trust I shall not be accused of presumption in
terming--a spring. The present is one of those momentous stages in the
life of man. You find me, fallen back, FOR a spring; and I have every
reason to believe that a vigorous leap will shortly be the result.’ I was expressing my satisfaction, when Mrs. Micawber came in; a little
more slatternly than she used to be, or so she seemed now, to my
unaccustomed eyes, but still with some preparation of herself for
company, and with a pair of brown gloves on.",Dickens
"The firemen had been much perturbed at the strange arrangements which
they had found within, and still more so by discovering a newly severed
human thumb upon a window-sill of the second floor. About sunset,
however, their efforts were at last successful, and they subdued the
flames, but not before the roof had fallen in, and the whole place been
reduced to such absolute ruin that, save some twisted cylinders and
iron piping, not a trace remained of the machinery which had cost our
unfortunate acquaintance so dearly. Large masses of nickel and of tin
were discovered stored in an out-house, but no coins were to be found,
which may have explained the presence of those bulky boxes which have
been already referred to. How our hydraulic engineer had been conveyed from the garden to the
spot where he recovered his senses might have remained forever a
mystery were it not for the soft mould, which told us a very plain
tale. He had evidently been carried down by two persons, one of whom
had remarkably small feet and the other unusually large ones. On the
whole, it was most probable that the silent Englishman, being less bold
or less murderous than his companion, had assisted the woman to bear
the unconscious man out of the way of danger.",ConanDoyle
"We saw in the blackened distance a group of three people running down a
side street towards the river, but otherwise it seemed deserted. Up the
hill Richmond town was burning briskly; outside the town of Richmond
there was no trace of the Black Smoke. Then suddenly, as we approached Kew, came a number of people running,
and the upperworks of a Martian fighting-machine loomed in sight over
the housetops, not a hundred yards away from us. We stood aghast at our
danger, and had the Martian looked down we must immediately have
perished. We were so terrified that we dared not go on, but turned
aside and hid in a shed in a garden. There the curate crouched, weeping
silently, and refusing to stir again. But my fixed idea of reaching Leatherhead would not let me rest, and in
the twilight I ventured out again. I went through a shrubbery, and
along a passage beside a big house standing in its own grounds, and so
emerged upon the road towards Kew. The curate I left in the shed, but
he came hurrying after me. That second start was the most foolhardy thing I ever did. For it was
manifest the Martians were about us. No sooner had the curate overtaken
me than we saw either the fighting-machine we had seen before or
another, far away across the meadows in the direction of Kew Lodge.
Four or five little black figures hurried before it across the
green-grey of the field, and in a moment it was evident this Martian
pursued them. In three strides he was among them, and they ran
radiating from his feet in all directions. He used no Heat-Ray to
destroy them, but picked them up one by one. Apparently he tossed them
into the great metallic carrier which projected behind him, much as a
workman’s basket hangs over his shoulder.",HGWells
"The thunderstorm had passed. The towers of the Oriental College and the
pine trees about it had gone, and very far away, lit by a vivid red
glare, the common about the sand-pits was visible. Across the light
huge black shapes, grotesque and strange, moved busily to and fro. It seemed indeed as if the whole country in that direction was on
fire—a broad hillside set with minute tongues of flame, swaying and
writhing with the gusts of the dying storm, and throwing a red
reflection upon the cloud scud above. Every now and then a haze of
smoke from some nearer conflagration drove across the window and hid
the Martian shapes. I could not see what they were doing, nor the clear
form of them, nor recognise the black objects they were busied upon.
Neither could I see the nearer fire, though the reflections of it
danced on the wall and ceiling of the study. A sharp, resinous tang of
burning was in the air. I closed the door noiselessly and crept towards the window. As I did
so, the view opened out until, on the one hand, it reached to the
houses about Woking station, and on the other to the charred and
blackened pine woods of Byfleet. There was a light down below the hill,
on the railway, near the arch, and several of the houses along the
Maybury road and the streets near the station were glowing ruins. The
light upon the railway puzzled me at first; there were a black heap and
a vivid glare, and to the right of that a row of yellow oblongs. Then I
perceived this was a wrecked train, the fore part smashed and on fire,
the hinder carriages still upon the rails.",HGWells
"At first, I say, the handling-machine did not impress me as a machine,
but as a crablike creature with a glittering integument, the
controlling Martian whose delicate tentacles actuated its movements
seeming to be simply the equivalent of the crab’s cerebral portion. But
then I perceived the resemblance of its grey-brown, shiny, leathery
integument to that of the other sprawling bodies beyond, and the true
nature of this dexterous workman dawned upon me. With that realisation
my interest shifted to those other creatures, the real Martians.
Already I had had a transient impression of these, and the first nausea
no longer obscured my observation. Moreover, I was concealed and
motionless, and under no urgency of action. They were, I now saw, the most unearthly creatures it is possible to
conceive. They were huge round bodies—or, rather, heads—about four feet
in diameter, each body having in front of it a face. This face had no
nostrils—indeed, the Martians do not seem to have had any sense of
smell, but it had a pair of very large dark-coloured eyes, and just
beneath this a kind of fleshy beak. In the back of this head or body—I
scarcely know how to speak of it—was the single tight tympanic surface,
since known to be anatomically an ear, though it must have been almost
useless in our dense air. In a group round the mouth were sixteen
slender, almost whiplike tentacles, arranged in two bunches of eight
each. These bunches have since been named rather aptly, by that
distinguished anatomist, Professor Howes, the _hands_. Even as I saw
these Martians for the first time they seemed to be endeavouring to
raise themselves on these hands, but of course, with the increased
weight of terrestrial conditions, this was impossible. There is reason
to suppose that on Mars they may have progressed upon them with some
facility.",HGWells
"“It is; I’ve thought it out. Very well, then—next; at present we’re
caught as we’re wanted. A Martian has only to go a few miles to get a
crowd on the run. And I saw one, one day, out by Wandsworth, picking
houses to pieces and routing among the wreckage. But they won’t keep on
doing that. So soon as they’ve settled all our guns and ships, and
smashed our railways, and done all the things they are doing over
there, they will begin catching us systematic, picking the best and
storing us in cages and things. That’s what they will start doing in a
bit. Lord! They haven’t begun on us yet. Don’t you see that?” “Not begun. All that’s happened so far is through our not having the
sense to keep quiet—worrying them with guns and such foolery. And
losing our heads, and rushing off in crowds to where there wasn’t any
more safety than where we were. They don’t want to bother us yet.
They’re making their things—making all the things they couldn’t bring
with them, getting things ready for the rest of their people. Very
likely that’s why the cylinders have stopped for a bit, for fear of
hitting those who are here. And instead of our rushing about blind, on
the howl, or getting dynamite on the chance of busting them up, we’ve
got to fix ourselves up according to the new state of affairs. That’s
how I figure it out. It isn’t quite according to what a man wants for
his species, but it’s about what the facts point to. And that’s the
principle I acted upon. Cities, nations, civilisation, progress—it’s
all over. That game’s up. We’re beat.”",HGWells
"LADY BRACKNELL.
[Pencil and note-book in hand.] I feel bound to tell you that you are
not down on my list of eligible young men, although I have the same
list as the dear Duchess of Bolton has. We work together, in fact.
However, I am quite ready to enter your name, should your answers be
what a really affectionate mother requires. Do you smoke? LADY BRACKNELL.
I am glad to hear it. A man should always have an occupation of some
kind. There are far too many idle men in London as it is. How old are
you? LADY BRACKNELL.
A very good age to be married at. I have always been of opinion that a
man who desires to get married should know either everything or
nothing. Which do you know? LADY BRACKNELL.
I am pleased to hear it. I do not approve of anything that tampers with
natural ignorance. Ignorance is like a delicate exotic fruit; touch it
and the bloom is gone. The whole theory of modern education is
radically unsound. Fortunately in England, at any rate, education
produces no effect whatsoever. If it did, it would prove a serious
danger to the upper classes, and probably lead to acts of violence in
Grosvenor Square. What is your income?",Wilde
"PORTIA.
Fie, what a question’s that,
If thou wert near a lewd interpreter!
But come, I’ll tell thee all my whole device
When I am in my coach, which stays for us
At the park gate; and therefore haste away,
For we must measure twenty miles today. LAUNCELET.
Yes, truly, for look you, the sins of the father are to be laid upon
the children, therefore, I promise you, I fear you. I was always plain
with you, and so now I speak my agitation of the matter. Therefore be
of good cheer, for truly I think you are damn’d. There is but one hope
in it that can do you any good, and that is but a kind of bastard hope
neither. LAUNCELET.
Truly then I fear you are damn’d both by father and mother; thus when I
shun Scylla your father, I fall into Charybdis your mother. Well, you
are gone both ways. LAUNCELET.
Truly the more to blame he, we were Christians enow before, e’en as
many as could well live one by another. This making of Christians will
raise the price of hogs; if we grow all to be pork-eaters, we shall not
shortly have a rasher on the coals for money.",Shakespeare
"And at last they took a change and begun to lay their heads together in the wigwam and talk low and confidential two or three hours at a time. Jim and me got uneasy. We didn’t like the look of it. We judged they was studying up some kind of worse deviltry than ever. We turned it over and over, and at last we made up our minds they was going to break into somebody’s house or store, or was going into the counterfeit-money business, or something. So then we was pretty scared, and made up an agreement that we wouldn’t have nothing in the world to do with such actions, and if we ever got the least show we would give them the cold shake and clear out and leave them behind. Well, early one morning we hid the raft in a good, safe place about two mile below a little bit of a shabby village named Pikesville, and the king he went ashore and told us all to stay hid whilst he went up to town and smelt around to see if anybody had got any wind of the Royal Nonesuch there yet. (“House to rob, you _mean_,” says I to myself; “and when you get through robbing it you’ll come back here and wonder what has become of me and Jim and the raft—and you’ll have to take it out in wondering.”) And he said if he warn’t back by midday the duke and me would know it was all right, and we was to come along.",Twain
"“Oh, I didn’t say there was anything against him. He is a little queer
in his ideas—an enthusiast in some branches of science. As far as I
know he is a decent fellow enough.” “No—I have no idea what he intends to go in for. I believe he is well
up in anatomy, and he is a first-class chemist; but, as far as I know,
he has never taken out any systematic medical classes. His studies are
very desultory and eccentric, but he has amassed a lot of out-of-the
way knowledge which would astonish his professors.” “I should like to meet him,” I said. “If I am to lodge with anyone, I
should prefer a man of studious and quiet habits. I am not strong
enough yet to stand much noise or excitement. I had enough of both in
Afghanistan to last me for the remainder of my natural existence. How
could I meet this friend of yours?” “He is sure to be at the laboratory,” returned my companion. “He either
avoids the place for weeks, or else he works there from morning to
night. If you like, we shall drive round together after luncheon.” “You mustn’t blame me if you don’t get on with him,” he said; “I know
nothing more of him than I have learned from meeting him occasionally
in the laboratory. You proposed this arrangement, so you must not hold
me responsible.”",ConanDoyle
"“Suddenly Weena came very close to my side. So suddenly that she startled me. Had it not been for her I do not think I should have noticed that the floor of the gallery sloped at all. [Footnote: It may be, of course, that the floor did not slope, but that the museum was built into the side of a hill.—ED.] The end I had come in at was quite above ground, and was lit by rare slit-like windows. As you went down the length, the ground came up against these windows, until at last there was a pit like the ‘area‘ of a London house before each, and only a narrow line of daylight at the top. I went slowly along, puzzling about the machines, and had been too intent upon them to notice the gradual diminution of the light, until Weena’s increasing apprehensions drew my attention. Then I saw that the gallery ran down at last into a thick darkness. I hesitated, and then, as I looked round me, I saw that the dust was less abundant and its surface less even. Further away towards the dimness, it appeared to be broken by a number of small narrow footprints. My sense of the immediate presence of the Morlocks revived at that. I felt that I was wasting my time in the academic examination of machinery. I called to mind that it was already far advanced in the afternoon, and that I had still no weapon, no refuge, and no means of making a fire. And then down in the remote blackness of the gallery I heard a peculiar pattering, and the same odd noises I had heard down the well.",HGWells
"Though every vestige of her dress was burnt, as they told me, she still
had something of her old ghastly bridal appearance; for, they had
covered her to the throat with white cotton-wool, and as she lay with a
white sheet loosely overlying that, the phantom air of something that
had been and was changed was still upon her. I found, on questioning the servants, that Estella was in Paris, and I
got a promise from the surgeon that he would write to her by the next
post. Miss Havisham’s family I took upon myself; intending to
communicate with Mr. Matthew Pocket only, and leave him to do as he
liked about informing the rest. This I did next day, through Herbert,
as soon as I returned to town. There was a stage, that evening, when she spoke collectedly of what had
happened, though with a certain terrible vivacity. Towards midnight she
began to wander in her speech; and after that it gradually set in that
she said innumerable times in a low solemn voice, “What have I done!”
And then, “When she first came, I meant to save her from misery like
mine.” And then, “Take the pencil and write under my name, ‘I forgive
her!’” She never changed the order of these three sentences, but she
sometimes left out a word in one or other of them; never putting in
another word, but always leaving a blank and going on to the next word.",Dickens
"“I suppose you have heard the news, Basil?” said Lord Henry that
evening as Hallward was shown into a little private room at the Bristol
where dinner had been laid for three. “No, Harry,” answered the artist, giving his hat and coat to the bowing
waiter. “What is it? Nothing about politics, I hope! They don’t
interest me. There is hardly a single person in the House of Commons
worth painting, though many of them would be the better for a little
whitewashing.” “Except in America,” rejoined Lord Henry languidly. “But I didn’t say
he was married. I said he was engaged to be married. There is a great
difference. I have a distinct remembrance of being married, but I have
no recollection at all of being engaged. I am inclined to think that I
never was engaged.” “If you want to make him marry this girl, tell him that, Basil. He is
sure to do it, then. Whenever a man does a thoroughly stupid thing, it
is always from the noblest motives.” “Oh, she is better than good—she is beautiful,” murmured Lord Henry,
sipping a glass of vermouth and orange-bitters. “Dorian says she is
beautiful, and he is not often wrong about things of that kind. Your
portrait of him has quickened his appreciation of the personal
appearance of other people. It has had that excellent effect, amongst
others. We are to see her to-night, if that boy doesn’t forget his
appointment.”",Wilde
"Mrs. Jennings repeated her assurance that Mrs. Dashwood could spare them perfectly well; and Elinor, who now understood her sister, and saw to what indifference to almost every thing else she was carried by her eagerness to be with Willoughby again, made no farther direct opposition to the plan, and merely referred it to her mother’s decision, from whom however she scarcely expected to receive any support in her endeavour to prevent a visit, which she could not approve of for Marianne, and which on her own account she had particular reasons to avoid. Whatever Marianne was desirous of, her mother would be eager to promote—she could not expect to influence the latter to cautiousness of conduct in an affair respecting which she had never been able to inspire her with distrust; and she dared not explain the motive of her own disinclination for going to London. That Marianne, fastidious as she was, thoroughly acquainted with Mrs. Jennings’ manners, and invariably disgusted by them, should overlook every inconvenience of that kind, should disregard whatever must be most wounding to her irritable feelings, in her pursuit of one object, was such a proof, so strong, so full, of the importance of that object to her, as Elinor, in spite of all that had passed, was not prepared to witness.",Austen
